"";"Num_Acc";"catr";"circ";"nbv";"vosp";"prof";"plan";"surf";"infra";"situ";"vma"
"1";"202100000001";"3";"2";"2";"0";"1";"1";"1";"0";"1";"80"
"2";"202100000002";"3";"2";"2";"0";"1";"1";"1";"0";"1";"80"
"3";"202100000003";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"4";"202100000004";"3";"2";"4";"0";"1";"1";"1";"0";"1";"50"
"5";"202100000005";"7";"2";"2";NA;"1";"1";"1";"0";"1";"50"
"6";"202100000006";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"7";"202100000007";"4";"2";"0";"0";"1";"1";"1";"5";"1";"50"
"8";"202100000008";"2";"2";"2";"0";"1";"1";"1";"0";"1";"40"
"9";"202100000009";"3";"2";"3";"0";"1";"1";"2";"0";"1";"50"
"10";"202100000010";"2";"1";"4";"3";"1";"1";"1";"3";"6";"50"
"11";"202100000011";"3";"2";"4";"0";"1";"3";"1";"9";"1";"50"
"12";"202100000012";"3";"2";"2";"0";"1";"2";"1";"0";"1";"80"
"13";"202100000013";"2";"3";"4";"3";"1";"1";"1";"0";"1";"110"
"14";"202100000014";"3";"2";"4";"0";"4";"1";"1";"0";"1";"50"
"15";"202100000015";"3";"2";"2";"0";"1";"1";"1";"0";"1";"90"
"16";"202100000016";"3";"2";"2";"0";"1";"1";"2";"0";"8";"50"
"17";"202100000017";"1";"3";"4";"0";"1";"1";"1";"0";"1";"130"
"18";"202100000018";"1";"2";"4";NA;"1";"1";"1";"7";"1";"90"
"19";"202100000019";"3";"2";"2";"0";"2";"3";"1";"0";"1";"80"
"20";"202100000020";"3";"3";"5";"0";"1";"1";"1";"0";"1";"50"
"21";"202100000021";"4";"2";"2";"0";"1";"1";"1";"5";"1";"50"
"22";"202100000022";"3";NA;"2";"0";"1";"1";"1";"1";"1";"50"
"23";"202100000023";"3";"2";"2";"0";"1";"1";"1";"0";"1";"30"
"24";"202100000024";"3";"3";"2";"0";"1";"1";"1";"0";"1";"40"
"25";"202100000025";"3";"2";"2";"0";"2";"2";"2";"0";"1";"80"
"26";"202100000026";"1";"3";"4";"0";"1";"1";"1";"0";"1";"130"
"27";"202100000027";"3";"2";"2";"0";"2";"1";"1";"0";"1";"90"
"28";"202100000028";"4";"2";"2";"0";"1";"1";"2";"0";"1";"50"
"29";"202100000029";"4";"1";"2";"0";"1";"1";"2";"0";"1";"50"
"30";"202100000030";"3";"2";"3";"0";"2";"1";"1";"0";"1";"50"
"31";"202100000031";"3";NA;"1";"0";"1";"1";"1";"9";"8";"10"
"32";"202100000032";"2";"1";"2";"0";"1";"1";"2";"0";"1";"70"
"33";"202100000033";"4";"1";"6";"0";"1";"1";"1";"0";"1";"50"
"34";"202100000034";"4";"2";"1";"0";"1";"1";"1";"0";"4";"50"
"35";"202100000035";"4";"1";"1";NA;"1";"1";"1";"0";"8";"50"
"36";"202100000036";"3";"2";"2";"0";"2";"3";"2";"0";"3";"80"
"37";"202100000037";"4";"2";"2";"0";"2";"1";"1";"5";"1";"50"
"38";"202100000038";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"39";"202100000039";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"40";"202100000040";"4";NA;"4";"0";"1";"1";"1";"0";"1";"50"
"41";"202100000041";"3";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"42";"202100000042";"3";"2";"2";"0";"1";"1";"1";"0";"1";"70"
"43";"202100000043";"3";"2";"2";"0";"1";"3";"2";"0";"1";"80"
"44";"202100000044";"2";"3";"4";"0";"1";"1";"1";"8";"1";"70"
"45";"202100000045";"3";"2";"7";"3";"1";"1";"1";"0";"1";"50"
"46";"202100000046";"3";"2";"2";"2";"2";"3";"1";NA;"1";"50"
"47";"202100000047";"4";"2";"0";"0";"1";"1";"1";"0";"1";"50"
"48";"202100000048";"3";"2";"1";"0";"1";"1";"1";"0";"1";"80"
"49";"202100000049";"3";"1";"2";"2";"1";"1";"1";"2";"1";"50"
"50";"202100000050";"3";"2";"0";"0";"1";"1";"1";"0";"1";"50"
"51";"202100000051";"4";"2";"2";"0";"1";"1";"1";"2";"1";"50"
"52";"202100000052";"4";"2";"2";"0";"1";"1";"1";"9";"1";"50"
"53";"202100000053";"3";"3";"2";"0";"3";"1";"1";"9";"8";"50"
"54";"202100000054";"3";"2";"2";"0";"1";"1";"1";"9";"1";"50"
"55";"202100000055";"4";"1";"1";"2";"1";"1";"1";"0";"5";"50"
"56";"202100000056";"9";"2";"2";"0";"1";"1";"1";"9";"8";"70"
"57";"202100000057";"7";"2";"2";"0";"1";"3";"2";"0";"1";"80"
"58";"202100000058";"4";"2";"2";"0";"1";"1";"2";"0";"1";"50"
"59";"202100000059";"3";"2";"2";"0";"1";"3";"1";"0";"8";"80"
"60";"202100000060";"7";"2";"2";"0";"1";"1";"1";"5";"1";"80"
"61";"202100000061";"4";"2";"2";"0";"1";"1";"1";"5";"1";"70"
"62";"202100000062";"4";"2";"1";"0";"1";"1";"1";"0";"1";"30"
"63";"202100000063";"3";"2";"1";"0";"2";"1";"1";"0";"1";"80"
"64";"202100000064";"1";"2";NA;NA;"1";"1";"1";"0";"1";NA
"65";"202100000065";"9";NA;"1";"3";"1";"1";"1";"6";"6";"5"
"66";"202100000066";"4";"2";"2";"0";"1";"1";"2";"9";"1";"50"
"67";"202100000067";"3";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"68";"202100000068";"3";"2";"2";"0";"2";"3";"2";"0";"3";"80"
"69";"202100000069";"4";"2";"2";"1";"1";"1";"2";"0";"1";"50"
"70";"202100000070";"4";"2";"2";NA;"1";"1";"1";"0";"1";NA
"71";"202100000071";"4";"1";"0";"0";"1";"1";"1";"0";"1";"30"
"72";"202100000072";"1";"1";"3";NA;"1";"1";"1";"0";"1";"70"
"73";"202100000073";"3";"2";"2";"0";"1";"1";"1";"0";"4";"50"
"74";"202100000074";"4";"1";"2";"0";"2";"3";"1";"2";"1";"50"
"75";"202100000075";"1";"3";"3";"0";"1";"1";"1";"0";"1";"130"
"76";"202100000076";"4";"2";"2";"0";"2";"1";"1";"0";"1";"50"
"77";"202100000077";"6";NA;NA;"0";"1";"1";"2";"0";"1";"50"
"78";"202100000078";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"79";"202100000079";"3";"2";"2";NA;"1";"1";"1";"0";"1";"50"
"80";"202100000080";"3";"2";"2";"0";"2";"3";"2";"3";"8";"50"
"81";"202100000081";"4";"2";"2";"0";"1";"3";"1";"0";"1";"50"
"82";"202100000082";"4";NA;"3";"0";"2";"1";"1";"0";"1";"50"
"83";"202100000083";"4";"2";"3";"2";"1";"1";"1";"0";"1";"50"
"84";"202100000084";"3";"2";"2";"0";"1";"1";"1";"5";"1";"50"
"85";"202100000085";"2";"1";"1";"0";"1";"1";"1";"3";"1";"90"
"86";"202100000086";"9";NA;"0";"0";"1";"2";"1";"0";"1";"50"
"87";"202100000087";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"88";"202100000088";"3";"2";"2";"0";"2";"2";"2";"9";"1";"70"
"89";"202100000089";"7";"2";"2";NA;"1";"1";"1";NA;"1";"50"
"90";"202100000090";"3";"1";"2";"0";"1";"1";"1";"5";"1";"50"
"91";"202100000091";"3";"2";"2";"0";"1";"2";"1";"0";"1";"50"
"92";"202100000092";"3";NA;NA;NA;"1";"1";"1";"5";"1";NA
"93";"202100000093";"3";"2";"1";"0";"1";"1";"1";"6";"1";"50"
"94";"202100000094";"2";"3";"2";"0";"1";"1";"1";"9";"1";"90"
"95";"202100000095";"4";"1";"2";"0";"1";"1";"2";"9";"8";"50"
"96";"202100000096";"3";"1";"1";"1";"1";"2";"2";"9";"5";"50"
"97";"202100000097";"4";"2";"1";"0";"1";"1";"2";"5";"1";"50"
"98";"202100000098";"3";"2";"2";"0";"1";"1";"1";"0";"1";"70"
"99";"202100000099";"2";"3";"2";"0";"1";"1";"2";"0";"1";"80"
"100";"202100000100";"3";"2";"2";"0";"1";"1";"1";"0";"4";"50"
"101";"202100000101";"4";NA;"1";"1";"1";"1";"9";"6";"5";NA
"102";"202100000102";"2";"2";"2";"0";"2";"3";"1";"0";"3";"60"
"103";"202100000103";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"104";"202100000104";"3";"2";"2";"0";"1";"1";"2";"0";"1";"80"
"105";"202100000105";"3";"2";"2";"0";"2";"2";"2";"0";"1";"70"
"106";"202100000106";"4";"2";"2";"0";"1";"1";"7";"0";"1";"50"
"107";"202100000107";"4";"2";NA;"0";"1";"2";"1";"0";"1";NA
"108";"202100000108";"4";"2";"2";"0";"2";"2";"1";"2";"1";"30"
"109";"202100000109";"3";"2";"2";"0";"1";"1";"1";"0";"8";"80"
"110";"202100000110";"4";"3";"4";"0";"2";"1";"1";"0";"1";"50"
"111";"202100000111";"4";"2";"4";"0";"1";"1";"1";"5";"1";"50"
"112";"202100000112";"9";"2";"1";NA;"2";"1";"6";"8";"8";NA
"113";"202100000113";"3";NA;"2";"0";"3";"2";"1";"0";"4";"50"
"114";"202100000114";"4";"1";"1";"0";"2";"1";"1";"0";"1";"30"
"115";"202100000115";"3";"2";"2";"0";"1";"3";"2";"0";"1";"80"
"116";"202100000116";"3";"2";"2";"0";"1";"1";"2";"0";"1";"50"
"117";"202100000117";"4";"1";"1";"0";"1";"1";"1";"0";"1";"50"
"118";"202100000118";"4";"2";"2";"0";"1";"1";"2";"9";"1";"50"
"119";"202100000119";"4";"3";"2";"0";"1";"1";"1";"0";"8";"30"
"120";"202100000120";"3";"2";"3";"0";"1";"1";"2";"5";"1";"50"
"121";"202100000121";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"122";"202100000122";"7";"2";"2";"0";"1";"1";"1";"0";"1";"80"
"123";"202100000123";"2";"3";"2";"0";"1";"1";"1";"0";"1";"110"
"124";"202100000124";"3";"2";"2";"0";"2";"3";"1";"0";"1";"50"
"125";"202100000125";"3";"1";"1";"0";"1";"2";"2";"2";"1";"90"
"126";"202100000126";"3";"2";"2";"0";"2";"1";"1";"0";"1";"70"
"127";"202100000127";"4";"4";"0";"3";"1";"1";"1";"4";"6";"40"
"128";"202100000128";"2";"2";"1";"0";"1";"3";"1";"9";"1";"80"
"129";"202100000129";"7";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"130";"202100000130";"4";"2";"2";"3";"1";"1";"1";"0";"1";"50"
"131";"202100000131";"4";"2";"2";"0";"1";"1";"2";"0";"1";"50"
"132";"202100000132";"4";"3";"1";"0";"1";"1";"2";"0";"1";"50"
"133";"202100000133";"3";"2";"2";"0";"2";"1";"1";"5";"1";"50"
"134";"202100000134";"4";"2";"2";"0";"2";"1";"1";"0";"1";"50"
"135";"202100000135";"4";"2";"2";"0";"1";"1";"1";"0";"4";"50"
"136";"202100000136";"4";"2";"3";"1";"1";"1";"1";"0";"5";"5"
"137";"202100000137";"4";"2";"2";"0";"1";"1";"1";"0";"1";"30"
"138";"202100000138";"4";"2";"1";"0";"1";"1";"1";"0";"1";"50"
"139";"202100000139";"4";"1";"1";"0";"1";"1";"1";"0";"1";"30"
"140";"202100000140";"3";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"141";"202100000141";"4";NA;"2";"0";"1";"1";"1";"0";"1";"50"
"142";"202100000142";"3";"2";"4";"0";"1";"1";"1";"0";"1";"90"
"143";"202100000143";"1";"3";"5";"0";"1";"1";"1";"0";"1";"110"
"144";"202100000144";"1";"3";"4";"0";"2";"1";"1";"0";"1";"70"
"145";"202100000145";"1";"3";"4";"0";"1";"1";"1";"0";"1";"90"
"146";"202100000146";"2";"3";"4";"0";"2";"3";"2";"0";"1";"70"
"147";"202100000147";"1";"3";"4";"0";"1";"1";"2";"0";"1";"90"
"148";"202100000148";"1";"3";"6";"0";"1";"1";"1";"0";"1";"110"
"149";"202100000149";"1";"3";"6";"0";"1";"2";"3";"0";"2";"110"
"150";"202100000150";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"151";"202100000151";"3";"2";"2";"0";"2";"1";"1";"0";"1";"80"
"152";"202100000152";"2";"1";"3";"0";"4";"2";"1";"0";"1";"90"
"153";"202100000153";"3";"2";"2";"0";"1";"1";"1";"0";"1";"80"
"154";"202100000154";"4";"1";"1";"0";"1";"1";"1";"0";"1";"50"
"155";"202100000155";"4";"1";"1";"0";"2";"1";"2";"9";"1";"50"
"156";"202100000156";"2";"2";"2";"0";"2";"1";"1";"0";"1";"50"
"157";"202100000157";"2";"2";"2";"0";"2";"1";"2";"0";"1";"50"
"158";"202100000158";"4";"2";"2";"0";"1";"4";"1";"0";"1";"80"
"159";"202100000159";"4";"2";"2";"0";"2";"1";"2";"0";"4";"50"
"160";"202100000160";"7";"2";"2";"0";"1";"2";"1";"0";"1";"30"
"161";"202100000161";"2";"2";"2";"0";"2";"1";"1";"0";"1";"70"
"162";"202100000162";"4";"2";"2";"2";"2";"1";"1";"0";"1";"50"
"163";"202100000163";"4";"2";NA;"0";"1";"1";"1";"9";"8";"50"
"164";"202100000164";"3";"2";"2";"2";"1";"3";"1";"0";"1";"50"
"165";"202100000165";"4";"2";"2";"0";"1";"1";"1";"0";"1";"30"
"166";"202100000166";"2";"2";"2";"3";"1";"1";"1";"0";"1";"80"
"167";"202100000167";"7";"2";"2";"0";"2";"3";"1";"0";"1";"80"
"168";"202100000168";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"169";"202100000169";"7";NA;"0";"0";"2";"2";"1";"0";"1";"80"
"170";"202100000170";"7";"2";"2";"0";"3";"4";"1";"0";"1";"80"
"171";"202100000171";"4";"3";"2";"0";"1";"1";"1";"0";"1";"50"
"172";"202100000172";"4";"1";"1";"0";"1";"1";"1";"0";"1";"50"
"173";"202100000173";"4";"2";"2";"0";"1";"1";"1";"0";"1";"30"
"174";"202100000174";"1";"1";"1";"0";"1";"3";"1";"3";"8";"70"
"175";"202100000175";"3";"2";"2";"0";"2";"2";"1";"0";"1";"80"
"176";"202100000176";"7";NA;"2";"0";"1";"1";"1";"6";"1";"30"
"177";"202100000177";"3";"2";"2";"0";"1";"1";"1";"0";"1";"30"
"178";"202100000178";"4";"2";"1";"0";"2";"1";"1";"0";"1";"50"
"179";"202100000179";"4";"3";"3";"3";"1";"1";"1";"0";"1";"50"
"180";"202100000180";"4";"2";NA;"0";"1";"1";"1";"0";"1";"50"
"181";"202100000181";"3";"2";"2";NA;"1";"1";"1";"2";"1";"30"
"182";"202100000182";"1";"3";"4";"0";"1";"1";"1";"0";"1";"130"
"183";"202100000183";"3";"2";"2";"2";"1";"1";"1";NA;"1";"70"
"184";"202100000184";"3";"2";"3";"0";"2";"1";"1";"0";"3";"50"
"185";"202100000185";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"186";"202100000186";"3";"2";"2";"0";"1";"1";"1";"0";"1";"70"
"187";"202100000187";"7";"2";"4";"0";"2";"2";"2";"3";"1";"50"
"188";"202100000188";"3";"2";"2";"0";"1";"2";"1";"0";"3";"90"
"189";"202100000189";"7";"2";"2";"0";"2";"1";"1";"0";"1";"50"
"190";"202100000190";"4";"1";"2";"0";"1";"1";"1";"0";"1";"50"
"191";"202100000191";"4";"2";"3";"0";"1";"1";"2";"0";"1";"30"
"192";"202100000192";"3";NA;"2";"0";"2";"3";"2";"5";"1";NA
"193";"202100000193";"3";NA;"2";"0";"1";"3";"2";"0";"1";"80"
"194";"202100000194";"4";"2";"2";"0";"1";"2";"2";"0";"3";"80"
"195";"202100000195";"3";"2";"2";"0";"1";"1";"1";"4";"6";"50"
"196";"202100000196";"1";"3";"3";"0";"1";"1";"7";"0";"1";"110"
"197";"202100000197";"4";"2";"0";"0";"1";"1";"1";"0";"4";"30"
"198";"202100000198";"4";"2";"2";"2";"1";"3";"2";NA;"1";"50"
"199";"202100000199";"4";"2";"4";"3";"1";"1";"1";"0";"1";"50"
"200";"202100000200";"4";"3";"1";"0";"1";"1";"1";"0";"1";"50"
"201";"202100000201";"4";"4";"1";"0";"1";"1";"2";"5";"1";"30"
"202";"202100000202";"4";"2";"2";"0";"1";"1";"1";"5";"1";"30"
"203";"202100000203";"3";"2";"2";"0";"2";"1";"1";"0";"1";"80"
"204";"202100000204";"3";"2";"1";"0";"1";"3";"1";"0";"1";"50"
"205";"202100000205";"4";"2";"2";NA;"1";"1";"1";"9";"1";"50"
"206";"202100000206";"3";"2";"2";"0";"1";"1";"1";"5";"1";"50"
"207";"202100000207";"7";"1";"1";"0";"2";"1";"1";"0";"1";"50"
"208";"202100000208";"7";"1";"2";"0";"2";"3";"1";"0";"3";"90"
"209";"202100000209";"7";"2";"1";"0";"1";"1";"1";"0";"3";"80"
"210";"202100000210";"4";"2";"1";"0";"1";"1";"2";"6";"6";"30"
"211";"202100000211";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"212";"202100000212";"4";"2";"2";"0";"1";"1";"1";"0";"4";"50"
"213";"202100000213";"3";"2";"2";"0";"1";"3";"1";"0";"1";"80"
"214";"202100000214";"3";"2";"2";"0";"1";"1";"1";"0";"1";"80"
"215";"202100000215";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"216";"202100000216";"3";"2";"2";"0";"1";"1";"2";"0";"1";"80"
"217";"202100000217";"4";"2";NA;NA;"2";"2";"9";"0";"1";"90"
"218";"202100000218";"3";"2";NA;NA;"1";"1";"2";"5";"1";"50"
"219";"202100000219";"3";"2";"2";"0";"2";"3";"2";"0";"1";"50"
"220";"202100000220";"3";"3";"2";"1";"1";"1";"1";"0";"8";"50"
"221";"202100000221";"3";"2";"2";"2";"1";"1";"1";"0";"5";"50"
"222";"202100000222";"4";"2";"2";"0";"1";"3";"1";"0";"4";"50"
"223";"202100000223";"4";"3";"5";"0";"1";"1";"1";"0";"1";"50"
"224";"202100000224";"4";"1";"1";"0";"1";"1";"1";"0";"1";"30"
"225";"202100000225";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"226";"202100000226";"4";"2";"2";"2";"1";"1";"1";NA;"5";"50"
"227";"202100000227";"2";"3";"2";"0";"3";"1";"1";"9";"1";"110"
"228";"202100000228";"4";"2";"2";"0";"1";"1";"9";"0";"1";"50"
"229";"202100000229";"7";"2";"2";"0";"1";"1";"1";"0";"3";"50"
"230";"202100000230";"4";"1";"2";"0";"1";"1";"1";"0";"1";"50"
"231";"202100000231";"4";"3";"4";"3";"1";"1";"1";"0";"1";"50"
"232";"202100000232";"4";"2";"3";"3";"2";"1";"1";"0";"1";"50"
"233";"202100000233";"4";"3";"6";"0";"1";"1";"1";"0";"1";"50"
"234";"202100000234";"4";"2";"2";"0";"1";"2";"1";"0";"1";"50"
"235";"202100000235";"4";"1";"2";"0";"1";"2";"1";"5";"1";"50"
"236";"202100000236";"4";"2";"2";NA;"1";"1";"1";"0";"1";"50"
"237";"202100000237";"4";"2";"0";"0";"1";"1";"1";"0";"1";"50"
"238";"202100000238";"2";NA;"1";"0";"2";"3";"1";"9";"1";"30"
"239";"202100000239";"3";"2";"2";"0";"2";"1";"1";"0";"1";"50"
"240";"202100000240";"4";"2";"3";"1";"1";"1";"1";NA;"6";"30"
"241";"202100000241";"2";"2";"2";"0";"1";"1";"1";"0";"1";"80"
"242";"202100000242";"4";"2";"2";NA;"1";"1";"1";"0";"1";"80"
"243";"202100000243";"4";"2";"2";NA;"1";"1";"1";"0";"1";"50"
"244";"202100000244";"4";"2";"2";"0";"1";"1";"1";"6";"1";"30"
"245";"202100000245";"7";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"246";"202100000246";"7";"3";"5";"0";"1";"1";"1";"5";"1";"50"
"247";"202100000247";"4";"1";"0";"0";"2";"1";"2";"0";"4";"40"
"248";"202100000248";"3";"2";"3";"0";"1";"1";"1";"5";"1";"50"
"249";"202100000249";"2";"3";"4";"0";"1";"1";"2";"0";"1";"90"
"250";"202100000250";"4";"1";"1";"2";"1";"1";"1";"0";"1";"50"
"251";"202100000251";"4";"1";"1";"2";"1";"1";"1";"0";"1";"50"
"252";"202100000252";"6";NA;NA;"3";"1";"1";"2";"6";"8";"10"
"253";"202100000253";"3";"2";"2";"0";"2";"1";"1";"0";"1";"50"
"254";"202100000254";"9";NA;"0";"3";"1";"1";"1";"0";"6";"30"
"255";"202100000255";"3";"2";"1";"0";"1";"1";"1";"0";"1";"80"
"256";"202100000256";"4";"2";"2";"0";"2";"2";"2";"0";"1";"50"
"257";"202100000257";"3";"2";"2";"0";"2";"3";"1";"0";"3";"50"
"258";"202100000258";"3";"2";"2";"0";"2";"1";"2";"0";"3";"50"
"259";"202100000259";"3";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"260";"202100000260";"1";"3";NA;NA;"1";"1";"1";"0";"1";NA
"261";"202100000261";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"262";"202100000262";"4";"3";"3";"0";"2";"1";"1";"0";"1";"30"
"263";"202100000263";"7";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"264";"202100000264";"7";NA;"2";"0";"1";"1";"1";"0";"1";"50"
"265";"202100000265";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"266";"202100000266";"7";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"267";"202100000267";"7";"1";"2";"0";"1";"1";"1";"0";"1";"70"
"268";"202100000268";"4";"1";"1";"0";"1";"1";"1";"0";"4";"50"
"269";"202100000269";"7";"2";"2";"0";"1";"2";"1";"2";"8";"50"
"270";"202100000270";"3";"2";"1";"0";"2";"3";"1";"0";"1";"50"
"271";"202100000271";"4";"2";NA;NA;"1";"1";"1";"4";"1";NA
"272";"202100000272";"3";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"273";"202100000273";"3";"2";"2";"1";"1";"1";"1";"0";"1";"50"
"274";"202100000274";"4";"2";"1";"0";"1";"1";"1";"0";"1";"50"
"275";"202100000275";"3";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"276";"202100000276";"3";"2";"2";"1";"1";"1";"1";"0";"1";"50"
"277";"202100000277";"2";"2";"2";"0";"1";"1";"1";"0";"3";"80"
"278";"202100000278";"1";"3";"3";"0";"1";"1";"1";"0";"1";"130"
"279";"202100000279";"3";"2";"2";"0";"2";"1";"1";"0";"1";"50"
"280";"202100000280";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"281";"202100000281";"4";"2";"2";"0";"1";"1";"1";"5";"1";"30"
"282";"202100000282";"4";"2";"2";"0";"2";"1";"1";"0";"1";"50"
"283";"202100000283";"4";"2";"4";"2";"1";"1";"1";"0";"1";"50"
"284";"202100000284";"4";"1";"3";"1";"1";"1";"2";"0";"1";"50"
"285";"202100000285";"4";"1";"1";"2";"1";"1";"1";"0";"1";"50"
"286";"202100000286";"2";"3";"4";"0";"1";"1";"1";"0";"1";"110"
"287";"202100000287";"2";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"288";"202100000288";"7";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"289";"202100000289";"4";NA;"2";"0";"1";"1";"1";"0";"1";"50"
"290";"202100000290";"4";"2";"2";"0";"1";"1";"2";"0";"1";"50"
"291";"202100000291";"3";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"292";"202100000292";"7";"3";"6";"3";"1";"1";"1";"0";"1";"70"
"293";"202100000293";"4";"2";"2";"2";"1";"1";"1";"0";"1";"30"
"294";"202100000294";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"295";"202100000295";"4";"2";"2";"2";"1";"1";"1";"0";"1";"50"
"296";"202100000296";"4";"1";"1";"3";"1";"1";"1";"0";"1";"30"
"297";"202100000297";"4";"2";"1";"3";"1";"1";"1";"0";"1";"50"
"298";"202100000298";"4";"1";"2";"3";"1";"1";"1";"0";"1";"50"
"299";"202100000299";"2";"3";"4";"0";"2";"1";"1";"0";"1";"90"
"300";"202100000300";"2";"1";"4";"0";"1";"2";"1";"0";"1";"70"
"301";"202100000301";"3";"2";"2";"0";"2";"2";"1";"0";"1";"80"
"302";"202100000302";"9";NA;NA;NA;"1";"1";"1";"0";"8";NA
"303";"202100000303";"3";"3";"0";"0";"1";"1";"1";"0";"1";"50"
"304";"202100000304";"4";NA;"1";"3";"1";"1";"1";"6";"8";"10"
"305";"202100000305";"4";"2";"1";"0";"1";"1";"1";"0";"1";"50"
"306";"202100000306";"3";"1";"2";"0";"1";"1";"1";"0";"1";"50"
"307";"202100000307";"4";"2";"2";"0";"1";"3";"1";"0";"1";"50"
"308";"202100000308";"7";"2";"2";"0";"1";"1";"1";"5";"1";"30"
"309";"202100000309";"7";"2";"2";"0";"1";"1";"1";"0";"1";"70"
"310";"202100000310";"7";"1";"1";"0";"1";"1";"1";"9";"4";"90"
"311";"202100000311";"7";"1";"1";"0";"1";"2";"1";"0";"1";"50"
"312";"202100000312";"7";"1";"1";"0";"2";"1";"1";"0";"1";"70"
"313";"202100000313";"7";"2";"3";"3";"1";"1";"1";"0";"1";"70"
"314";"202100000314";"7";"2";"1";"3";"1";"1";"1";"5";"1";"70"
"315";"202100000315";"4";"1";"1";"0";"2";"3";"1";"0";"1";"50"
"316";"202100000316";"4";"2";"4";"0";"1";"1";"1";"0";"1";"50"
"317";"202100000317";"4";"1";"4";"0";"1";"3";"1";"0";"1";"50"
"318";"202100000318";"7";"1";"1";"0";"1";"3";"1";"0";"1";"50"
"319";"202100000319";"4";"1";"2";"0";"1";"1";"1";"0";"1";"50"
"320";"202100000320";"7";"1";"2";"0";"2";"2";"1";"5";"1";"50"
"321";"202100000321";"4";"1";"2";"0";"2";"1";"1";"0";"1";"50"
"322";"202100000322";"4";"1";"2";"2";"1";"1";NA;"0";"1";"50"
"323";"202100000323";"3";"2";"2";"0";"1";"1";"1";"0";"1";"80"
"324";"202100000324";"3";"2";NA;"0";"1";"1";"1";"0";"1";"80"
"325";"202100000325";"4";"2";NA;"2";"1";"1";NA;"0";"1";"50"
"326";"202100000326";"3";"2";"2";"1";"1";"1";"1";"4";"4";"50"
"327";"202100000327";"4";"2";"2";NA;"1";"1";NA;"0";"1";NA
"328";"202100000328";"4";"1";"2";"3";"1";"1";"1";"0";"1";"50"
"329";"202100000329";"3";"2";"2";"0";"2";"1";"2";"0";"1";"30"
"330";"202100000330";"3";"2";"2";"0";"2";"1";"7";"0";"8";"90"
"331";"202100000331";"4";"2";"2";"0";"1";"1";"2";"0";"1";"50"
"332";"202100000332";"3";"2";"2";"0";"1";"1";"1";"0";"3";"80"
"333";"202100000333";"2";"1";"1";"0";"2";"2";"2";"3";"1";"80"
"334";"202100000334";"4";"2";NA;NA;"1";"1";"1";"4";"6";NA
"335";"202100000335";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"336";"202100000336";"3";"2";"2";"0";"1";"1";"1";"0";"1";"80"
"337";"202100000337";"4";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"338";"202100000338";"3";"3";"4";"0";"2";"1";"1";"0";"1";"50"
"339";"202100000339";"1";"3";"8";"0";"1";"1";"1";"0";"1";"70"
"340";"202100000340";"7";"1";"0";"0";"1";"1";"1";"0";"1";"50"
"341";"202100000341";"3";"2";"2";"0";"1";"2";"1";"0";"1";"80"
"342";"202100000342";"1";"3";"4";"0";"1";"1";"5";"0";"1";"90"
"343";"202100000343";"7";"1";"3";"0";"1";"1";"1";"2";"3";"70"
"344";"202100000344";"4";"1";"2";"3";"1";"1";"1";"5";"1";"50"
"345";"202100000345";"1";"1";"4";"0";"1";"1";"1";"1";"1";"70"
"346";"202100000346";"3";"2";"2";"0";"1";"1";"1";"0";"1";"50"
"347";"202100000347";"4";"1";"1";"3";"1";"1";"1";"0";"1";"50"
"348";"202100000348";"4";"3";"0";"0";"1";"1";"1";"0";"1";"50"
