"Num_Acc";"circ";"nbv";"vma";"surf_gr";"prof_gr";"plan_gr";"infrastructure"
"202100012060";"2";2;50;"risquée";"plat";"rectiligne";"non"
"202100012061";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012062";"2";2;50;"risquée";"plat";"rectiligne";"oui"
"202100012063";"2";3;50;"risquée";"plat";"rectiligne";"oui"
"202100012064";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012065";"2";2;50;"risquée";"plat";"rectiligne";"non"
"202100012066";NA;1;50;"risquée";"plat";"rectiligne";"non"
"202100012067";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012068";"3";7;30;"normale";"plat";"rectiligne";"oui"
"202100012069";"1";1;30;"normale";"plat";"courbe";"non"
"202100012070";NA;1;30;"normale";"plat";"rectiligne";"oui"
"202100012071";"2";2;50;"normale";"plat";"courbe";"non"
"202100012072";"1";3;30;"normale";"plat";"rectiligne";"non"
"202100012073";"3";2;50;"risquée";"plat";"rectiligne";"non"
"202100012074";"2";3;50;"normale";"plat";"rectiligne";"non"
"202100012075";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012076";"1";2;50;"risquée";"plat";"rectiligne";"oui"
"202100012077";"1";4;NA;"normale";"plat";"rectiligne";"oui"
"202100012078";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012079";"2";4;50;"normale";"plat";"courbe";"non"
"202100012080";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012081";"3";2;130;"risquée";"plat";"rectiligne";"non"
"202100012082";"4";2;80;"risquée";"pente/cote";"courbe";"non"
"202100012083";"2";1;30;"risquée";"plat";"rectiligne";"non"
"202100012084";"2";2;50;"risquée";"pente/cote";"rectiligne";"non"
"202100012085";"2";5;130;"normale";"plat";"rectiligne";"non"
"202100012086";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012087";"2";2;80;"risquée";"plat";"rectiligne";"non"
"202100012088";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012089";"2";2;70;"normale";"pente/cote";"rectiligne";"oui"
"202100012090";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012091";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012092";"2";2;70;"risquée";"plat";"courbe";"non"
"202100012093";"2";2;80;"normale";"plat";"courbe";"non"
"202100012094";"2";1;80;"risquée";"plat";"rectiligne";"non"
"202100012095";"2";2;80;"risquée";"pente/cote";"rectiligne";"non"
"202100012096";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012097";"2";2;80;"risquée";"pente/cote";"courbe";"non"
"202100012098";"2";1;80;"normale";"plat";"rectiligne";"non"
"202100012099";"2";2;NA;"normale";"pente/cote";"rectiligne";"non"
"202100012100";"2";2;30;"risquée";"plat";"rectiligne";"oui"
"202100012101";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012102";"2";2;80;"normale";"pente/cote";"rectiligne";"oui"
"202100012103";"2";2;80;"risquée";"pente/cote";"courbe";"non"
"202100012104";"3";2;110;"normale";"plat";"rectiligne";"non"
"202100012105";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012106";"2";2;70;"risquée";"pente/cote";"courbe";"non"
"202100012107";NA;1;50;"risquée";"plat";"rectiligne";"oui"
"202100012108";"2";2;80;"risquée";"plat";"rectiligne";"non"
"202100012109";NA;4;90;"normale";"pente/cote";"rectiligne";"non"
"202100012110";"3";3;130;"normale";"plat";"rectiligne";"oui"
"202100012111";"1";4;70;"risquée";"pente/cote";"courbe";"oui"
"202100012112";"3";3;130;"normale";"plat";"rectiligne";"non"
"202100012113";"2";2;80;"risquée";"plat";"courbe";"non"
"202100012114";"2";2;NA;"normale";"pente/cote";"rectiligne";"non"
"202100012115";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012116";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012117";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012118";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012119";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012120";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012121";"2";2;80;"normale";"pente/cote";"rectiligne";"non"
"202100012122";"2";2;50;"normale";"pente/cote";"courbe";"non"
"202100012123";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012124";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012125";"2";2;80;"normale";"plat";"courbe";"non"
"202100012126";NA;NA;NA;"normale";NA;NA;"non"
"202100012127";"3";4;NA;"normale";"plat";"rectiligne";"non"
"202100012128";"2";2;50;"risquée";"pente/cote";"courbe";"oui"
"202100012129";"2";2;50;"normale";"plat";"courbe";"non"
"202100012130";"2";2;80;"risquée";"plat";"rectiligne";"non"
"202100012131";"2";1;50;"risquée";"plat";"rectiligne";"non"
"202100012132";NA;1;50;"risquée";"plat";"courbe";"oui"
"202100012133";"3";3;90;"normale";"plat";"rectiligne";"non"
"202100012134";"3";6;90;"normale";"plat";"rectiligne";"non"
"202100012135";"1";4;110;"risquée";"plat";"rectiligne";"non"
"202100012136";NA;3;90;"normale";"plat";"rectiligne";"oui"
"202100012137";"1";4;110;"normale";"plat";"rectiligne";"non"
"202100012138";"1";2;70;"risquée";"plat";"courbe";"oui"
"202100012139";"3";4;90;"normale";"plat";"rectiligne";"non"
"202100012140";NA;4;90;"normale";"plat";"rectiligne";"non"
"202100012141";"3";1;90;"normale";"plat";"rectiligne";"non"
"202100012142";NA;2;30;"normale";"plat";"rectiligne";"non"
"202100012143";"1";2;50;"risquée";"pente/cote";"rectiligne";"non"
"202100012144";"3";2;30;"normale";"plat";"rectiligne";"non"
"202100012145";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012146";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012147";"3";3;50;"normale";"plat";"rectiligne";"non"
"202100012148";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100012149";"2";0;30;"normale";"plat";"rectiligne";"non"
"202100012150";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100012151";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100012152";"3";3;50;"normale";"plat";"rectiligne";"non"
"202100012153";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012154";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012155";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012156";"2";2;50;"risquée";"plat";"rectiligne";"non"
"202100012157";"3";0;70;"normale";"plat";"rectiligne";"non"
"202100012158";NA;2;30;"normale";"plat";"courbe";"oui"
"202100012159";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100012160";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012161";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012162";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012163";"2";4;30;"normale";"plat";"rectiligne";"non"
"202100012164";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100012165";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012166";"2";3;50;"normale";"plat";"rectiligne";"non"
"202100012167";"2";2;50;"normale";"pente/cote";"courbe";"non"
"202100012168";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100012169";"2";4;50;"normale";"pente/cote";"rectiligne";"non"
"202100012170";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100012171";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100012172";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012173";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100012174";"2";6;50;"normale";"plat";"rectiligne";"non"
"202100012175";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012176";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012177";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012178";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012179";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012180";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012181";"2";2;90;"normale";"plat";"rectiligne";"non"
"202100012182";"2";0;50;"normale";"plat";"rectiligne";"non"
"202100012183";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100012184";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100012185";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012186";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100012187";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012188";"2";2;30;"risquée";"plat";"rectiligne";"non"
"202100012189";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012190";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100012191";"1";2;30;"normale";"plat";"rectiligne";"non"
"202100012192";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100012193";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012194";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012195";"2";2;50;"risquée";"pente/cote";"courbe";"non"
"202100012196";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012197";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100012198";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100012199";"2";2;30;"normale";"plat";"rectiligne";"oui"
"202100012200";"2";2;50;"normale";"plat";"courbe";"non"
"202100012201";"1";3;90;"risquée";"plat";"rectiligne";"non"
"202100012202";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012203";"2";2;80;"normale";"plat";"courbe";"non"
"202100012204";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012205";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100012206";"1";2;50;"normale";"pente/cote";"courbe";"non"
"202100012207";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100012208";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100012209";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012210";"1";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012211";NA;1;50;"risquée";"pente/cote";"rectiligne";"non"
"202100012212";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012213";"3";4;50;"normale";"pente/cote";"rectiligne";"non"
"202100012214";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012215";"1";2;50;"risquée";"plat";"rectiligne";"non"
"202100012216";"2";2;50;"risquée";"plat";"courbe";"non"
"202100012217";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012218";"1";1;30;"normale";"plat";"courbe";"non"
"202100012219";"2";2;50;"risquée";"pente/cote";"rectiligne";"non"
"202100012220";"1";1;50;"risquée";"plat";"rectiligne";"non"
"202100012221";"1";2;50;"normale";"plat";"rectiligne";"oui"
"202100012222";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012223";"2";2;50;"normale";"plat";"courbe";"non"
"202100012224";NA;2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012225";"1";1;50;"normale";"plat";"courbe";"oui"
"202100012226";"3";4;50;"risquée";"plat";"rectiligne";"non"
"202100012227";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100012228";"1";1;50;"normale";"plat";"courbe";"non"
"202100012229";"2";3;50;"normale";"plat";"rectiligne";"non"
"202100012230";"3";0;50;"normale";"pente/cote";"rectiligne";"non"
"202100012231";"2";3;50;"normale";"plat";"rectiligne";"non"
"202100012232";"3";4;50;"normale";"plat";"rectiligne";"non"
"202100012233";"3";2;80;"normale";"pente/cote";"courbe";"oui"
"202100012234";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012235";NA;2;50;"normale";"plat";"rectiligne";"oui"
"202100012236";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012237";"3";4;70;"normale";"plat";"rectiligne";"non"
"202100012238";"1";4;70;"normale";"plat";"rectiligne";"non"
"202100012239";"1";4;70;"normale";"plat";"rectiligne";"non"
"202100012240";"1";4;70;"normale";"plat";"rectiligne";"oui"
"202100012241";"1";4;70;"normale";"plat";"rectiligne";"non"
"202100012242";"2";5;30;"normale";"plat";"rectiligne";"non"
"202100012243";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100012244";"2";2;30;"risquée";"pente/cote";"rectiligne";"non"
"202100012245";"2";3;30;"normale";"plat";"courbe";"non"
"202100012246";"2";4;30;"normale";"plat";"rectiligne";"non"
"202100012247";"3";2;30;"normale";"plat";"rectiligne";"non"
"202100012248";"3";2;30;"normale";"plat";"rectiligne";"non"
"202100012249";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100012250";"3";1;30;"normale";"plat";"rectiligne";"non"
"202100012251";"2";2;30;"risquée";"plat";"rectiligne";"non"
"202100012252";"1";3;30;"normale";"pente/cote";"courbe";"non"
"202100012253";"3";4;50;"normale";"plat";"rectiligne";"non"
"202100012254";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012255";"1";2;30;"normale";"plat";"rectiligne";"non"
"202100012256";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012257";"3";4;50;"normale";"plat";"rectiligne";"non"
"202100012258";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012259";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100012260";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100012261";"1";2;30;"normale";"plat";"rectiligne";"oui"
"202100012262";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100012263";"3";1;30;"normale";"plat";"rectiligne";"non"
"202100012264";"1";2;50;"risquée";"plat";"rectiligne";"non"
"202100012265";"1";2;30;"normale";"plat";"rectiligne";"oui"
"202100012266";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012267";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012268";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100012269";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100012270";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100012271";NA;1;50;"normale";"plat";"courbe";"non"
"202100012272";"1";4;50;"risquée";"plat";"courbe";"oui"
"202100012273";"2";2;NA;"normale";"pente/cote";"rectiligne";"non"
"202100012274";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012275";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100012276";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012277";"1";1;50;"normale";"plat";"courbe";"non"
"202100012278";"2";2;50;"risquée";"plat";"rectiligne";"non"
"202100012279";"2";4;50;"risquée";"plat";"rectiligne";"oui"
"202100012280";"2";4;50;"normale";"plat";"rectiligne";"oui"
"202100012281";"1";1;50;"normale";"pente/cote";"rectiligne";"non"
"202100012282";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012283";"2";2;80;"normale";"plat";"courbe";"non"
"202100012284";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100012285";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012286";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012287";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012288";"2";2;70;"normale";"pente/cote";"courbe";"non"
"202100012289";"2";2;90;"normale";"pente/cote";"courbe";"non"
"202100012290";"2";2;80;"risquée";"plat";"rectiligne";"non"
"202100012291";"3";2;50;"normale";"pente/cote";"rectiligne";"oui"
"202100012292";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012293";"3";4;110;"risquée";"plat";"rectiligne";"non"
"202100012294";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100012295";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012296";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012297";"2";2;80;"risquée";"plat";"rectiligne";"non"
"202100012298";"2";2;30;"risquée";"pente/cote";"rectiligne";"non"
"202100012299";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012300";"2";2;50;"normale";"pente/cote";"rectiligne";"oui"
"202100012301";"2";2;NA;"normale";"plat";"rectiligne";"non"
"202100012302";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100012303";"3";2;30;"normale";"plat";"rectiligne";"oui"
"202100012304";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012305";"2";2;70;"risquée";"plat";"courbe";"non"
"202100012306";"2";2;80;"risquée";"pente/cote";"courbe";"non"
"202100012307";"2";1;50;"risquée";"plat";"courbe";"oui"
"202100012308";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012309";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012310";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012311";"2";2;80;"risquée";"plat";"rectiligne";"oui"
"202100012312";"2";2;50;"risquée";"plat";"rectiligne";"non"
"202100012313";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012314";"2";2;80;"risquée";"plat";"rectiligne";"oui"
"202100012315";"2";2;80;"normale";"pente/cote";"rectiligne";"non"
"202100012316";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012317";"2";2;70;"normale";"pente/cote";"courbe";"non"
"202100012318";"2";2;50;"normale";"plat";"courbe";"oui"
"202100012319";"2";2;90;"normale";"plat";"rectiligne";"non"
"202100012320";"2";3;90;"normale";"plat";"rectiligne";"non"
"202100012321";"3";4;130;"normale";"plat";"courbe";"non"
"202100012322";"2";2;80;"normale";"plat";"courbe";"non"
"202100012323";"2";2;50;"normale";"pente/cote";"courbe";"oui"
"202100012324";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012325";"3";3;130;"normale";"plat";"rectiligne";"non"
"202100012326";"2";2;90;"risquée";"plat";"rectiligne";"non"
"202100012327";"2";2;NA;"normale";"pente/cote";"rectiligne";"non"
"202100012328";"2";2;30;"normale";"pente/cote";"courbe";"non"
"202100012329";"1";2;30;"normale";"plat";"rectiligne";"non"
"202100012330";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012331";"2";2;70;"normale";"plat";"rectiligne";"non"
"202100012332";"2";2;80;"risquée";"pente/cote";"courbe";"non"
"202100012333";"3";5;50;"normale";"plat";"rectiligne";"oui"
"202100012334";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012335";"2";2;80;"normale";"pente/cote";"rectiligne";"non"
"202100012336";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012337";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012338";NA;2;80;"normale";"plat";"rectiligne";"non"
"202100012339";NA;2;50;"normale";"plat";"rectiligne";"non"
"202100012340";"2";1;NA;"normale";"plat";"rectiligne";"non"
"202100012341";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012342";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012343";"1";3;110;"normale";"plat";"rectiligne";"non"
"202100012344";"1";2;110;"normale";"plat";"rectiligne";"non"
"202100012345";"1";3;90;"normale";"plat";"rectiligne";"oui"
"202100012346";"1";4;90;"normale";"plat";"rectiligne";"non"
"202100012347";"1";3;90;"normale";"plat";"rectiligne";"non"
"202100012348";"3";2;70;"normale";"plat";"rectiligne";"oui"
"202100012349";"1";5;90;"normale";"plat";"rectiligne";"non"
"202100012350";"3";6;110;"normale";"plat";"rectiligne";"non"
"202100012351";NA;2;130;"normale";"plat";"rectiligne";"non"
"202100012352";"3";8;90;"normale";"plat";"rectiligne";"non"
"202100012353";"1";3;90;"normale";"plat";"rectiligne";"non"
"202100012354";"3";3;90;"normale";"plat";"rectiligne";"non"
"202100012355";NA;2;70;"risquée";"pente/cote";"rectiligne";"non"
"202100012356";NA;0;70;"normale";"plat";"rectiligne";"non"
"202100012357";NA;4;70;"risquée";"plat";"courbe";"oui"
"202100012358";"3";3;130;"risquée";"plat";"rectiligne";"non"
"202100012359";"1";3;130;"risquée";"plat";"rectiligne";"non"
"202100012360";"3";8;70;"normale";"plat";"rectiligne";"non"
"202100012361";"3";4;70;"normale";"pente/cote";"rectiligne";"non"
"202100012362";"2";7;90;"normale";"pente/cote";"rectiligne";"non"
"202100012363";"3";6;90;"normale";"plat";"rectiligne";"non"
"202100012364";NA;6;110;"normale";"plat";"rectiligne";"non"
"202100012365";"3";6;90;"normale";"plat";"rectiligne";"non"
"202100012366";NA;2;70;"normale";"plat";"courbe";"non"
"202100012367";"1";6;70;"risquée";"plat";"rectiligne";"non"
"202100012368";"1";2;70;"normale";"pente/cote";"rectiligne";"oui"
"202100012369";"3";8;90;"normale";"plat";"rectiligne";"non"
"202100012370";"3";8;110;"normale";"plat";"rectiligne";"oui"
"202100012371";NA;8;110;"normale";"plat";"rectiligne";"non"
"202100012372";"3";4;90;"normale";"plat";"rectiligne";"non"
"202100012373";NA;6;90;"normale";"plat";"rectiligne";"oui"
"202100012374";NA;2;70;"risquée";"plat";"rectiligne";"non"
"202100012375";"3";3;110;"risquée";"plat";"rectiligne";"non"
"202100012376";"4";2;30;"normale";"pente/cote";"rectiligne";"non"
"202100012377";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012378";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100012379";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100012380";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012381";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012382";"1";3;50;"normale";"plat";"rectiligne";"non"
"202100012383";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100012384";"3";1;70;"normale";"plat";"rectiligne";"non"
"202100012385";"2";1;30;"normale";"plat";"rectiligne";"oui"
"202100012386";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012387";"1";1;30;"normale";"pente/cote";"rectiligne";"oui"
"202100012388";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012389";NA;2;50;"normale";"plat";"rectiligne";"non"
"202100012390";"2";2;50;"normale";"pente/cote";"courbe";"non"
"202100012391";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012392";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100012393";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100012394";"4";3;50;"normale";"plat";"rectiligne";"non"
"202100012395";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012396";NA;2;50;"risquée";"plat";"rectiligne";"oui"
"202100012397";"3";4;90;"normale";"plat";"rectiligne";"non"
"202100012398";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012399";"3";4;50;"normale";"plat";"rectiligne";"oui"
"202100012400";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012401";"2";2;30;"normale";"pente/cote";"courbe";"non"
"202100012402";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100012403";"1";2;80;"normale";"plat";"rectiligne";"non"
"202100012404";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100012405";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100012406";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100012407";"2";4;50;"normale";"pente/cote";"rectiligne";"oui"
"202100012408";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012409";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012410";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100012411";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012412";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012413";"2";2;80;"risquée";"plat";"rectiligne";"non"
"202100012414";"2";3;90;"normale";"plat";"rectiligne";"non"
"202100012415";NA;1;50;"normale";"plat";"rectiligne";"non"
"202100012416";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100012417";NA;NA;30;"normale";"plat";"rectiligne";"oui"
"202100012418";"2";4;50;"normale";"pente/cote";"rectiligne";"oui"
"202100012419";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012420";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100012421";"2";4;70;"normale";"plat";"rectiligne";"non"
"202100012422";"2";2;70;"normale";"plat";"rectiligne";"non"
"202100012423";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012424";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100012425";NA;2;90;"normale";"plat";"courbe";"non"
"202100012426";"3";2;70;"normale";"plat";"courbe";"non"
"202100012427";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012428";"1";2;50;"normale";"plat";"courbe";"non"
"202100012429";NA;1;50;"normale";"plat";"rectiligne";"non"
"202100012430";"2";2;50;"normale";"plat";"courbe";"non"
"202100012431";"2";2;30;"normale";"pente/cote";"courbe";"non"
"202100012432";"1";1;50;"normale";"pente/cote";"rectiligne";"non"
"202100012433";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100012434";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100012435";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100012436";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100012437";"1";2;70;"normale";"plat";"rectiligne";"non"
"202100012438";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012439";"2";4;30;"normale";"plat";"rectiligne";"non"
"202100012440";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100012441";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012442";"3";4;50;"normale";"plat";"rectiligne";"non"
"202100012443";"4";0;30;"normale";"plat";"courbe";"non"
"202100012444";"2";2;30;"normale";"pente/cote";"rectiligne";"non"
"202100012445";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012446";"2";2;50;"risquée";"pente/cote";"rectiligne";"non"
"202100012447";"3";6;110;"normale";"plat";"rectiligne";"non"
"202100012448";NA;1;30;"normale";"plat";"rectiligne";"oui"
"202100012449";"2";1;30;"normale";"plat";"rectiligne";"non"
"202100012450";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100012451";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012452";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012453";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012454";"1";2;30;"normale";"plat";"courbe";"non"
"202100012455";"3";4;50;"normale";"plat";"rectiligne";"non"
"202100012456";"1";2;50;"normale";"plat";"courbe";"oui"
"202100012457";"3";4;50;"normale";"plat";"rectiligne";"non"
"202100012458";NA;4;50;"normale";"plat";"rectiligne";"non"
"202100012459";NA;NA;10;"normale";"plat";"courbe";"oui"
"202100012460";"1";1;50;"risquée";"plat";"courbe";"oui"
"202100012461";"3";4;90;"normale";"plat";"rectiligne";"non"
"202100012462";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012463";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012464";"2";3;50;"normale";"pente/cote";"rectiligne";"non"
"202100012465";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100012466";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012467";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012468";"2";4;50;"normale";"plat";"rectiligne";"oui"
"202100012469";"3";6;50;"normale";"plat";"rectiligne";"non"
"202100012470";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012471";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100012472";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100012473";"1";3;50;"normale";"plat";"rectiligne";"non"
"202100012474";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100012475";"2";5;50;"normale";"plat";"rectiligne";"non"
"202100012476";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100012477";"2";2;30;"risquée";"plat";"courbe";"non"
"202100012478";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100012479";"1";1;30;"risquée";"plat";"rectiligne";"non"
"202100012480";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100012481";"2";4;30;"normale";"plat";"rectiligne";"non"
"202100012482";"3";2;30;"normale";"plat";"courbe";"non"
"202100012483";"1";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100012484";"2";4;30;"normale";"plat";"rectiligne";"non"
"202100012485";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100012486";"2";3;30;"normale";"plat";"rectiligne";"non"
"202100012487";"2";5;30;"risquée";"plat";"rectiligne";"non"
