"Num_Acc";"circ";"nbv";"vma";"surf_gr";"prof_gr";"plan_gr";"infrastructure"
"202100029454";"2";2;50;"normale";"pente/cote";"courbe";"non"
"202100029455";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100029456";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029457";"2";2;80;"normale";"plat";"courbe";"non"
"202100029458";"2";2;80;"risquée";"plat";"courbe";"non"
"202100029459";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100029460";"2";2;50;"risquée";"plat";"courbe";"non"
"202100029461";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029462";"3";3;130;"normale";"pente/cote";"rectiligne";"non"
"202100029463";"3";2;110;"normale";"plat";"rectiligne";"non"
"202100029464";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029465";"2";2;50;"risquée";"plat";"rectiligne";"non"
"202100029466";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029467";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029468";"2";2;NA;"normale";"pente/cote";"rectiligne";"non"
"202100029469";"2";2;70;"normale";"plat";"courbe";"non"
"202100029470";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029471";"2";2;30;"normale";"plat";"courbe";"oui"
"202100029472";"2";2;80;"risquée";"plat";"courbe";"non"
"202100029473";"2";2;50;"risquée";"plat";"rectiligne";"non"
"202100029474";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029475";"2";2;80;"normale";"pente/cote";"courbe";"oui"
"202100029476";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029477";"2";1;80;"normale";"plat";"rectiligne";"non"
"202100029478";"2";1;80;"risquée";"pente/cote";"courbe";"non"
"202100029479";"3";4;110;"risquée";"pente/cote";"rectiligne";"non"
"202100029480";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029481";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029482";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029483";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029484";"2";2;80;"risquée";"plat";"courbe";"non"
"202100029485";"2";2;NA;"normale";"plat";"rectiligne";"non"
"202100029486";"2";2;80;"normale";"plat";"rectiligne";"oui"
"202100029487";"2";1;50;"normale";"pente/cote";"rectiligne";"non"
"202100029488";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029489";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029490";"2";2;80;"normale";"plat";"courbe";"non"
"202100029491";"2";2;70;"normale";"plat";"rectiligne";"non"
"202100029492";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100029493";NA;NA;50;"normale";"pente/cote";"rectiligne";"non"
"202100029494";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029495";"2";2;80;"normale";"plat";"courbe";"non"
"202100029496";"2";2;80;"normale";"plat";"courbe";"non"
"202100029497";"2";1;50;"normale";"pente/cote";"rectiligne";"non"
"202100029498";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029499";"2";2;50;"risquée";"plat";"rectiligne";"non"
"202100029500";"2";2;90;"normale";"plat";"courbe";"non"
"202100029501";"2";2;90;"risquée";"pente/cote";"courbe";"non"
"202100029502";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029503";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029504";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029505";"2";2;80;"risquée";"pente/cote";"rectiligne";"non"
"202100029506";NA;2;NA;"normale";"plat";"courbe";"non"
"202100029507";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029508";"2";2;50;"normale";"pente/cote";"courbe";"non"
"202100029509";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029510";"3";2;80;"normale";"plat";"courbe";"non"
"202100029511";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029512";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029513";"2";1;50;"risquée";"pente/cote";"rectiligne";"non"
"202100029514";"2";2;70;"risquée";"plat";"courbe";"oui"
"202100029515";NA;2;130;"normale";"plat";"rectiligne";"non"
"202100029516";"3";4;130;"normale";"plat";"rectiligne";"non"
"202100029517";"2";2;80;"normale";"pente/cote";"rectiligne";"non"
"202100029518";"3";4;130;"risquée";"plat";"rectiligne";"non"
"202100029519";"3";4;130;"normale";"plat";"rectiligne";"non"
"202100029520";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029521";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029522";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029523";"2";2;NA;"normale";"pente/cote";"courbe";"non"
"202100029524";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029525";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100029526";"2";2;80;"risquée";"plat";"courbe";"non"
"202100029527";NA;2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029528";"3";4;90;"risquée";"plat";"rectiligne";"non"
"202100029529";"1";3;50;"normale";"plat";"courbe";"non"
"202100029530";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029531";"2";2;80;"normale";"plat";"rectiligne";"oui"
"202100029532";NA;2;NA;"normale";"plat";"rectiligne";"non"
"202100029533";"3";3;130;"normale";"plat";"rectiligne";"oui"
"202100029534";NA;1;NA;"normale";"plat";"rectiligne";"non"
"202100029535";"3";4;80;"normale";"plat";"rectiligne";"non"
"202100029536";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029537";"2";2;70;"normale";"pente/cote";"rectiligne";"non"
"202100029538";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029539";"2";2;90;"normale";"plat";"rectiligne";"non"
"202100029540";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029541";"2";2;80;"normale";"pente/cote";"rectiligne";"oui"
"202100029542";"1";2;110;"normale";"plat";"courbe";"non"
"202100029543";"3";4;70;"normale";"plat";"rectiligne";"non"
"202100029544";"1";2;90;"normale";"plat";"rectiligne";"non"
"202100029545";"2";6;50;"normale";"plat";"rectiligne";"non"
"202100029546";"3";4;90;"normale";"plat";"courbe";"non"
"202100029547";"1";3;110;"normale";"pente/cote";"rectiligne";"non"
"202100029548";"3";6;70;"risquée";"plat";"rectiligne";"non"
"202100029549";"3";6;90;"normale";"plat";"rectiligne";"non"
"202100029550";"3";6;110;"risquée";"pente/cote";"rectiligne";"non"
"202100029551";"1";3;70;"risquée";"pente/cote";"courbe";"non"
"202100029552";"3";12;90;"normale";"plat";"rectiligne";"non"
"202100029553";"3";9;90;"normale";"pente/cote";"rectiligne";"non"
"202100029554";"3";6;130;"normale";"plat";"rectiligne";"non"
"202100029555";"3";8;90;"normale";"plat";"rectiligne";"non"
"202100029556";"3";12;50;"risquée";"pente/cote";"courbe";"non"
"202100029557";"3";4;110;"normale";"plat";"rectiligne";"non"
"202100029558";"1";2;90;"normale";"plat";"rectiligne";"non"
"202100029559";"1";2;90;"normale";"plat";"rectiligne";"non"
"202100029560";"3";3;110;"normale";"plat";"rectiligne";"non"
"202100029561";"2";2;50;"risquée";"pente/cote";"rectiligne";"non"
"202100029562";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100029563";"2";1;50;"normale";"pente/cote";"rectiligne";"non"
"202100029564";"1";3;70;"normale";"plat";"rectiligne";"non"
"202100029565";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100029566";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029567";"2";5;50;"risquée";"plat";"rectiligne";"non"
"202100029568";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100029569";"2";8;90;"normale";"pente/cote";"rectiligne";"non"
"202100029570";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029571";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100029572";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100029573";"2";2;70;"normale";"plat";"rectiligne";"non"
"202100029574";"2";2;70;"normale";"plat";"courbe";"non"
"202100029575";"2";5;50;"normale";"plat";"rectiligne";"oui"
"202100029576";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100029577";"3";2;50;"normale";"plat";"courbe";"non"
"202100029578";"2";2;70;"normale";"plat";"rectiligne";"non"
"202100029579";"2";3;50;"normale";"plat";"rectiligne";"oui"
"202100029580";"2";3;50;"normale";"plat";"rectiligne";"non"
"202100029581";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100029582";"2";3;30;"risquée";"pente/cote";"rectiligne";"oui"
"202100029583";"2";3;50;"normale";"plat";"rectiligne";"non"
"202100029584";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029585";"1";1;50;"normale";"pente/cote";"courbe";"oui"
"202100029586";"3";4;50;"normale";"plat";"rectiligne";"non"
"202100029587";"2";3;50;"normale";"plat";"rectiligne";"oui"
"202100029588";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100029589";"1";1;30;"normale";"pente/cote";"rectiligne";"non"
"202100029590";"2";2;50;"normale";"plat";"courbe";"non"
"202100029591";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100029592";NA;1;30;"normale";"plat";"rectiligne";"oui"
"202100029593";"3";2;70;"risquée";"plat";"rectiligne";"non"
"202100029594";NA;2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029595";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029596";"2";4;50;"normale";"pente/cote";"rectiligne";"non"
"202100029597";NA;1;30;"normale";"plat";"rectiligne";"oui"
"202100029598";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100029599";"2";1;50;"risquée";"plat";"courbe";"non"
"202100029600";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100029601";"1";1;50;"normale";"plat";"courbe";"oui"
"202100029602";"1";1;50;"normale";"plat";"rectiligne";"oui"
"202100029603";"2";2;50;"risquée";"plat";"courbe";"non"
"202100029604";"2";2;50;"risquée";"pente/cote";"rectiligne";"non"
"202100029605";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100029606";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100029607";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029608";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029609";"2";4;50;"normale";"plat";"rectiligne";"oui"
"202100029610";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029611";"2";2;50;"risquée";"plat";"rectiligne";"non"
"202100029612";"2";2;80;"normale";"pente/cote";"rectiligne";"non"
"202100029613";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029614";"1";2;50;"normale";"plat";"courbe";"non"
"202100029615";"3";2;30;"normale";"plat";"rectiligne";"non"
"202100029616";"2";4;50;"risquée";"plat";"rectiligne";"non"
"202100029617";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100029618";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029619";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029620";NA;2;10;"normale";"plat";"rectiligne";"oui"
"202100029621";"3";3;30;"normale";"pente/cote";"rectiligne";"non"
"202100029622";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029623";"3";3;30;"risquée";"plat";"rectiligne";"non"
"202100029624";"1";8;50;"risquée";"plat";"rectiligne";"non"
"202100029625";"2";4;30;"normale";"plat";"rectiligne";"non"
"202100029626";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100029627";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100029628";"2";2;50;"risquée";"plat";"courbe";"non"
"202100029629";"2";4;50;"risquée";"plat";"rectiligne";"non"
"202100029630";"1";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029631";"1";2;30;"normale";"plat";"courbe";"non"
"202100029632";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029633";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100029634";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029635";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029636";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029637";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029638";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029639";"1";2;50;"risquée";"plat";"rectiligne";"non"
"202100029640";"3";6;50;"normale";"plat";"rectiligne";"non"
"202100029641";"2";2;90;"normale";"pente/cote";"rectiligne";"non"
"202100029642";"2";2;80;"normale";"pente/cote";"rectiligne";"non"
"202100029643";"2";2;80;"risquée";"plat";"courbe";"non"
"202100029644";"2";2;80;"normale";"pente/cote";"rectiligne";"non"
"202100029645";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029646";"2";2;80;"risquée";"pente/cote";"courbe";"non"
"202100029647";"3";4;130;"normale";"plat";"courbe";"non"
"202100029648";"1";3;130;"normale";"plat";"rectiligne";"non"
"202100029649";"3";3;110;"normale";"pente/cote";"courbe";"non"
"202100029650";"3";5;130;"normale";"plat";"rectiligne";"non"
"202100029651";"2";2;70;"normale";"pente/cote";"courbe";"non"
"202100029652";"3";4;130;"normale";"plat";"rectiligne";"oui"
"202100029653";"1";1;30;"normale";"plat";"rectiligne";"oui"
"202100029654";"2";2;90;"normale";"plat";"rectiligne";"oui"
"202100029655";"2";2;50;"risquée";"plat";"courbe";"non"
"202100029656";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029657";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029658";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029659";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029660";"2";2;80;"normale";"plat";"rectiligne";NA
"202100029661";"2";2;90;"normale";"plat";"rectiligne";"non"
"202100029662";"2";2;50;"normale";"pente/cote";"courbe";"non"
"202100029663";"2";2;NA;"normale";"pente/cote";"courbe";"non"
"202100029664";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029665";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029666";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029667";"2";2;80;"normale";"plat";"courbe";"non"
"202100029668";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029669";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029670";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029671";"3";4;110;"normale";"pente/cote";"rectiligne";"non"
"202100029672";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029673";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029674";"2";2;80;"normale";"plat";"courbe";"non"
"202100029675";"2";2;90;"normale";"plat";"rectiligne";"non"
"202100029676";"3";4;130;"normale";"plat";"rectiligne";"non"
"202100029677";"2";2;NA;"normale";"plat";"rectiligne";"non"
"202100029678";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029679";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029680";"2";2;70;"normale";"pente/cote";"courbe";"non"
"202100029681";NA;2;80;"normale";"plat";"courbe";"non"
"202100029682";NA;1;NA;"normale";"plat";"courbe";"non"
"202100029683";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029684";"2";2;70;"risquée";"pente/cote";"courbe";"oui"
"202100029685";"2";2;80;"normale";"plat";"courbe";"non"
"202100029686";"2";2;80;"normale";"pente/cote";"rectiligne";"non"
"202100029687";"2";2;80;"risquée";"plat";"courbe";"non"
"202100029688";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029689";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029690";"3";4;130;"normale";"plat";"rectiligne";"non"
"202100029691";"3";4;70;"normale";"pente/cote";"rectiligne";"oui"
"202100029692";"2";3;80;"normale";"pente/cote";"rectiligne";"non"
"202100029693";"1";5;130;"normale";"plat";"rectiligne";"non"
"202100029694";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029695";"1";4;NA;"normale";"pente/cote";"courbe";"non"
"202100029696";"3";3;130;"normale";"plat";"rectiligne";"non"
"202100029697";"3";3;130;"normale";"plat";"rectiligne";"non"
"202100029698";"2";2;50;"risquée";"pente/cote";"courbe";"non"
"202100029699";"2";2;90;"normale";"plat";"rectiligne";"non"
"202100029700";"2";1;90;"normale";"plat";"rectiligne";"non"
"202100029701";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029702";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029703";"1";2;90;"normale";"plat";"rectiligne";"non"
"202100029704";"2";2;70;"normale";"plat";"rectiligne";"non"
"202100029705";"2";2;80;"normale";"plat";"courbe";"non"
"202100029706";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029707";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029708";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029709";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029710";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029711";"2";2;80;"normale";"pente/cote";"rectiligne";"non"
"202100029712";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100029713";"2";2;70;"normale";"plat";"rectiligne";"non"
"202100029714";"3";2;80;"normale";"pente/cote";"rectiligne";"non"
"202100029715";"2";2;NA;"risquée";"pente/cote";"rectiligne";"non"
"202100029716";"3";3;130;"normale";"plat";"rectiligne";"non"
"202100029717";"1";2;50;"normale";"pente/cote";"courbe";"non"
"202100029718";"1";3;90;"normale";"plat";"rectiligne";"oui"
"202100029719";"1";3;90;"normale";"plat";"rectiligne";"non"
"202100029720";NA;3;70;"normale";"plat";"rectiligne";"oui"
"202100029721";"3";2;90;"normale";"plat";"rectiligne";"non"
"202100029722";"3";4;90;"normale";"plat";"rectiligne";"non"
"202100029723";"3";6;90;"normale";"plat";"rectiligne";"non"
"202100029724";"3";4;130;"normale";"plat";"rectiligne";"non"
"202100029725";"1";3;70;"normale";"pente/cote";"rectiligne";"non"
"202100029726";"1";3;90;"normale";"plat";"rectiligne";"non"
"202100029727";"1";4;90;"normale";"pente/cote";"courbe";"non"
"202100029728";"3";4;90;"normale";"plat";"rectiligne";"non"
"202100029729";"3";4;90;"normale";"plat";"rectiligne";"non"
"202100029730";"3";9;90;"normale";"pente/cote";"rectiligne";"non"
"202100029731";"3";8;90;"normale";"plat";"rectiligne";"non"
"202100029732";"1";2;90;"normale";"plat";"rectiligne";"non"
"202100029733";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029734";"1";3;50;"normale";"plat";"rectiligne";"non"
"202100029735";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029736";"4";2;50;"normale";"plat";"courbe";"non"
"202100029737";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029738";"1";1;50;"risquée";"plat";"rectiligne";"oui"
"202100029739";"2";6;90;"normale";"plat";"rectiligne";"non"
"202100029740";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100029741";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029742";"1";4;50;"normale";"pente/cote";"courbe";"oui"
"202100029743";"1";4;60;"normale";"plat";"rectiligne";"non"
"202100029744";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100029745";NA;2;50;"normale";"pente/cote";"rectiligne";"oui"
"202100029746";"2";2;50;"normale";"plat";"courbe";"non"
"202100029747";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100029748";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029749";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029750";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029751";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100029752";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100029753";"2";2;70;"normale";"plat";"courbe";"non"
"202100029754";NA;0;15;"risquée";"pente/cote";"courbe";"oui"
"202100029755";"2";2;NA;"normale";"plat";"rectiligne";"non"
"202100029756";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100029757";"2";3;50;"normale";"pente/cote";"rectiligne";"non"
"202100029758";"2";2;50;"risquée";"pente/cote";"courbe";"non"
"202100029759";"2";4;50;"normale";"pente/cote";"courbe";"non"
"202100029760";"3";6;70;"normale";"plat";"rectiligne";"non"
"202100029761";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029762";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029763";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029764";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100029765";"3";4;90;"normale";"plat";"rectiligne";"non"
"202100029766";NA;4;90;"normale";"plat";"rectiligne";"non"
"202100029767";"2";2;50;"normale";"pente/cote";"rectiligne";"oui"
"202100029768";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100029769";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029770";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029771";NA;1;50;"normale";"plat";"rectiligne";"oui"
"202100029772";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100029773";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029774";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100029775";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100029776";"2";2;30;"normale";"pente/cote";"rectiligne";"non"
"202100029777";"2";2;30;"risquée";"plat";"rectiligne";"non"
"202100029778";"2";2;30;"normale";"plat";"rectiligne";"oui"
"202100029779";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100029780";"1";1;50;"normale";"pente/cote";"courbe";"non"
"202100029781";NA;NA;30;"normale";"plat";"rectiligne";"non"
"202100029782";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029783";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029784";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100029785";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100029786";"1";1;30;"normale";"plat";"rectiligne";"oui"
"202100029787";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100029788";"3";1;50;"normale";"plat";"rectiligne";"non"
"202100029789";"2";2;50;"normale";"plat";"courbe";"non"
"202100029790";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100029791";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029792";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029793";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100029794";"1";2;50;"normale";"plat";"courbe";"oui"
"202100029795";"2";2;30;"normale";"plat";"rectiligne";"oui"
"202100029796";"1";1;90;"normale";"plat";"rectiligne";"non"
"202100029797";"3";2;50;"risquée";"plat";"rectiligne";"non"
"202100029798";NA;1;50;"normale";"plat";"rectiligne";"non"
"202100029799";"2";2;70;"normale";"plat";"rectiligne";"oui"
"202100029800";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029801";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029802";"2";2;50;"risquée";"plat";"rectiligne";"non"
"202100029803";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029804";"3";2;80;"normale";"plat";"courbe";"non"
"202100029805";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029806";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100029807";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029808";"2";NA;50;"normale";"plat";"rectiligne";"non"
"202100029809";"2";2;50;"risquée";"plat";"rectiligne";"non"
"202100029810";"3";2;50;"normale";"plat";"courbe";"oui"
"202100029811";"2";2;30;"normale";"pente/cote";"rectiligne";"non"
"202100029812";NA;NA;30;"normale";"plat";"rectiligne";"oui"
"202100029813";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100029814";"2";2;30;"normale";"plat";"courbe";"non"
"202100029815";NA;5;50;"normale";"plat";"rectiligne";"oui"
"202100029816";"1";2;50;"normale";"plat";"rectiligne";"oui"
"202100029817";"1";4;70;"normale";"plat";"rectiligne";"oui"
"202100029818";"2";5;50;"normale";"plat";"rectiligne";"non"
"202100029819";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029820";"1";4;50;"normale";"plat";"courbe";"oui"
"202100029821";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100029822";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100029823";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100029824";"3";2;50;"normale";"plat";"rectiligne";"non"
"202100029825";"2";4;50;"normale";"pente/cote";"rectiligne";"non"
"202100029826";"3";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029827";"1";3;50;"normale";"pente/cote";"rectiligne";"non"
"202100029828";NA;1;50;"normale";"plat";"rectiligne";"non"
"202100029829";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100029830";"2";3;30;"normale";"plat";"rectiligne";"non"
"202100029831";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100029832";"1";3;50;"normale";"plat";"rectiligne";"non"
"202100029833";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029834";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100029835";"3";4;50;"normale";"plat";"rectiligne";"non"
"202100029836";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100029837";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029838";"2";2;30;"normale";"plat";"rectiligne";"non"
"202100029839";"2";2;50;"normale";"pente/cote";"rectiligne";"non"
"202100029840";NA;2;50;"normale";"plat";"rectiligne";"non"
"202100029841";"2";3;50;"normale";"plat";"rectiligne";"non"
"202100029842";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029843";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100029844";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029845";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100029846";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029847";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029848";"2";2;30;"normale";"plat";"rectiligne";"oui"
"202100029849";"1";2;50;"normale";"plat";"rectiligne";"oui"
"202100029850";"2";2;50;"normale";"plat";"rectiligne";"oui"
"202100029851";NA;NA;50;"normale";"plat";"rectiligne";"non"
"202100029852";"1";1;50;"normale";"pente/cote";"rectiligne";"non"
"202100029853";"1";1;30;"normale";"plat";"rectiligne";"non"
"202100029854";"1";2;50;"normale";"pente/cote";"rectiligne";"oui"
"202100029855";"2";0;50;"normale";"plat";"rectiligne";"oui"
"202100029856";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100029857";"3";3;50;"normale";"pente/cote";"rectiligne";"oui"
"202100029858";NA;0;50;"normale";"plat";"rectiligne";"non"
"202100029859";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100029860";"1";4;50;"normale";"plat";"rectiligne";"non"
"202100029861";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029862";"2";4;50;"normale";"plat";"rectiligne";"non"
"202100029863";"1";2;50;"normale";"plat";"rectiligne";"non"
"202100029864";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029865";"2";2;80;"normale";"plat";"courbe";"non"
"202100029866";"2";2;80;"normale";"pente/cote";"rectiligne";"non"
"202100029867";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029868";"1";1;50;"normale";"plat";"rectiligne";"oui"
"202100029869";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029870";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100029871";NA;2;50;"normale";"plat";"rectiligne";"non"
"202100029872";"2";1;50;"normale";"plat";"rectiligne";"non"
"202100029873";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029874";"2";2;80;"normale";"plat";"rectiligne";"non"
"202100029875";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029876";"2";2;80;"normale";"pente/cote";"courbe";"non"
"202100029877";"2";2;30;"normale";"plat";"courbe";"non"
"202100029878";"1";1;50;"normale";"plat";"rectiligne";"non"
"202100029879";"2";2;50;"normale";"plat";"rectiligne";"non"
"202100029880";"2";2;80;"normale";"plat";"rectiligne";"oui"
"202100029881";"2";2;90;"normale";"plat";"rectiligne";"non"
